HolderAddress	Balance	PendingBalanceUpdate
0x10bc4fb027b7aff8b53bf7c3c3579707616d693c	1.535559142	No
0x68b0346e24f325ed748c2449463380b1217b050e	1.524837626	No
0xd923de646d3f0bb9eb7f9169f259c79c3ede2188	1.523891294	No
0xc826cc4dc46dc642336e0bd498984c12d4d0387b	1.516927364	No
0x84411e36f57516f3b359d9afbcada418f07bbccc	1.514395915	No
0xa50488e81d589ed7c01b30061c9eb8b2e390568e	1.512046667	No
0xa1f8d67ff2564703d0bcf5f9f4671fa070aa7e81	1.5	No
0x3d678b95eaf73eb3304f47bd34d1ee12fa8d99c3	1.491459446	No
0xd43eea8e73957c7632afe43ee154ad4a79d98181	1.48971073	No
0x5a071ba1181e280845eec8fe4f8d2bf7054bf319	1.478267549	No
0xada5da8413d6a8619d3cddccce5829660f74b8d4	1.47380572	No
0x7bfee91193d9df2ac0bfe90191d40f23c773c060	1.47162282	No
0x2e3ac292631e60fc84bd8754c14af8e13a7407f7	1.46285862	No
0xa630493f1bb5246b3b36d6a55b1e3c4d0ca72e68	1.462313627	No
0xe45075a19efef9a46abb8c82484780b1e9abdc6d	1.460581809	No
0xa53eac9c76763e8bba0a96cbe2732910f335d031	1.460118673	No
0x3fa756e0b4afcc0f0bfd755281fedf82d92927bd	1.458407862	No
0xb81b8ac5bab39cb462190d023de85e9ad2608a5d	1.454119206	No
0x0d2a7ad3f3114d225521ec9b722014e6c3dad1e7	1.453990566	No
0x76efdef0c391b47078b30b486cdccec144e5abd0	1.449739029	No
0xcdc34cfb41fada90decf6e66fc22a01faab7ac6b	1.449014774	No
0x5ef2a2c8230ecdea1e254b6fd0527b33bd72379e	1.445610705	No
0xc717242edc8e67dc66c38d6835e89b2c53f56975	1.445376097	No
0x4e938c8d1a6ebbe68138274ca019589bbcb5139c	1.440907736	No
0xb13106b738c8cdfc2767309ad9fded9ed76614ca	1.431752631	No
0xdec22fbd0acadd2c5b0ce6e26a4b5fbdedf9825a	1.431719291	No
0x0f8e28e80a32582fac87cfc3106953a59c9ef4ec	1.429189966	No
0xdd46ec46a464a50ef21511cfb464eeeb08e3a1e6	1.426669695	No
0x9bee988bf4ed024fcb27e6d0a0169d970e0b94ed	1.417167602	No
0x40dfde99a4d1e082ee9722c497b0a98261a4bc3b	1.414599785	No
0x3c27be023035bc7ad9110aea7645654a048abade	1.411682048	No
0x1d884c7d4132bb1d75bfd228ce9447d82527a217	1.407788925	No
0x854759239c4b9d1803718f39ca9b40860d78cb76	1.40371025	No
0x6a3f6d4de1f891e776ac0a1e57d46bbba3b0cada	1.40304207	No
0x16aad8a37974363d7b8ae54829818f8b8009e501	1.400177004	No
0x586fad6e06d30316abe00a694e1adc7c7d741a3c	1.398778828	No
0xea68a88aa016ca66e7dec296caf29687625a2f08	1.397377291	No
0xa75cac7b3aec9110b4267d3f34a3b90457f48ba6	1.395143625	No
0xc548d2509b34003e92dba93f1063f0949dfffe65	1.389382814	No
0x3ad288a409681250b8312ef72703e5b1e6673167	1.373655622	No
0xec8660e3af6c41702b8fa468e1dabd380e56d2f5	1.369282896	No
0xfe30aac979e4036d75e0ad2c1cc0ddea0d2bc805	1.365991637	No
0xadc43075f2e45daf2dfa5230fac6ba6af6283bde	1.365289302	No
0x78c1e25054e8a3f1bc7f9d16f4e5dac0ba415cf9	1.36137287	No
0xd181750e99781ecb4e2b172fb4b5ed18e5c096f4	1.359856808	No
0x85857d4d408af5acd08ce33c68fc93ccce396201	1.351141055	No
0xed6f695f1db79428c0afeb1697ab3b553a3a7cb4	1.351141055	No
0x1341df844780b66af4ccc98ae0f34be87eabe1d5	1.349198887	No
0xf5c5e0354c8917a34e420832a69651b281979820	1.347940535	No
0x144902967c64f5f6b3019ba96e45b0692c97a89b	1.346124545	No
0x72f5d13343a09fefb31fe77fcdd7505ee4c99774	1.344235482	No
0x17bb6b65b7b5bd3651782ccf2e01c2c9c34ea0fb	1.342935912	No
0x41ec28eceb137789032b2b505a57c1da829934cd	1.340152194	No
0x8187516ccd85cb86f437f6d150e2b9f6cbea8f07	1.339258895	No
0x97b102e00d88f02debfd6b1e4b901dd6931bb982	1.335105578	No
0x4b46e55edc86977083622fad27362fe097ba7d5f	1.333670429	No
0x90cb12c7240cab30da7bb1024978dcc5f35b1c75	1.324803318	No
0x15a37c86c1104fe1f1c9a49b6a2c519d12320bcb	1.321832268	No
0x7e62faed0b2f070210eb2bd070dd29590e9428fc	1.318674712	No
0xe53fefbd1ca8723490023cbaf6b13ed38dae5d95	1.315469288	No
0x8afc3e37eea9fd6466dfd3e0487f2b04b1fc1424	1.31428571	No
0x6bc8e9710e8ae9ae278016927efa941b64335517	1.310227543	No
0x0797f99d4450a9aafa4acc7899de006020511172	1.309630339	No
0xd7efae6e8e0556ebb5e77a499a34fce6a4d8c722	1.30879059	No
0x4f9ca258d0bac1af3c23b96cb64f40fcdfcfee17	1.308551418	No
0x23e999cd09a561abe7856c01941990b68762e106	1.304291563	No
0x0e19acb3a3346e497abcee3dbae762c506ed9c80	1.304129645	No
0x11a2481e5a24e226763155ddad8112f3125b68cb	1.304028921	No
0xa200369d36d9a1040bddddf7f83995220e87211c	1.302477099	No
0x965ec2820727148b8b4bd5da4a7b23efa03d95cd	1.302410786	No
0x18958ba039f66dc7ec399a04227d0d0f032d2493	1.300505123	No
0xad4c48f123c6c6e9a18baca0b0e4cb13d02bd7a8	1.299862883	No
0x9ace93af9a727e54e2ab39d36caf74f3a588090a	1.299729527	No
0x0f5994afdf8c01351a37e501cd28a961d76da66e	1.299715723	No
0xe3e7620168df930e62fb8fd04d6e8049892eae1d	1.294852057	No
0xc586eb9256c90ed60deb5730ed2bedc0b49dc7a4	1.291240465	No
0x24a90dcda731e43b464c9a60db5d90e2fc717b69	1.287933398	No
0xb70ecbab0e839f614879100886cf3dd0bb794d71	1.28328571	No
0x19886aed98ac7a313649e06475b1beb9292520b6	1.282335165	No
0x006e19101cac0fa8740d6e39768e83b957c5c06c	1.275942846	No
0xecc658fa0db12710b1d30797a4a3b9e431289140	1.272178322	No
0xbebd2364664096c8d194194a209d81b62e37b13e	1.271752279	No
0x57740dd5fed3b8ff777bbbe73e5d7510b1daf318	1.267860971	No
0x4815ee939fe2efec2f7bc415f0ce2282f6417fe9	1.266169554	No
0x360cebac3453204d44032d4e4d2c9896de48a85c	1.265041882	No
0xdeccdd7dfe34009bcd32848b26b1266c77f500f4	1.2616507	No
0x55507bd02c0bd29846f44f9b0d1733021dfc2f44	1.260833128	No
0xc57cfd16526abb402b9cc82a423ff79ac691a66c	1.254070309	No
0x9a5f6821917b9d733892048ec62fed80e939d01a	1.251808209	No
0xd430c32eddcf9602d34a48f32fcd59a958a43fe6	1.251806363	No
0x6ac5755992f781674853e49c6846bebb89afcbc7	1.251420209	No
0xf1cff000cd43a36a0dc6553531ba2a8449e012b1	1.248892888	No
0x6a738c309beac3c68ef8f50f3c5880c97dbc7726	1.24833	No
0xfc35f54b6ffa820bccc833bcb3b0308f6b6e5cd3	1.245592531	No
0xa8111288103cfa7199300d4fa83bfd8a8519669e	1.244365886	No
0xf7c6a011ccb9274876c1787e7bda7db3de4a2d1f	1.243341187	No
0xa659f1e4baaafd27214ad8022c520dc74a932301	1.242327352	No
0x8f876af83911a818fea3f07666b884a75fecb522	1.241838884	No
0x324ff7cd56ef426f42c4e152a04cee1b0d8ec02b	1.238671259	No
0xbd7dbd5abebb79f899c8d74a03855181f9beae37	1.238169903	No
0xae30c7d0d62e81f52185a97ea0496d7da73b3814	1.234842338	No
0x316fd3c76bc7c64da729b14167d00befebc01b69	1.233788612	No
0xe67201f4bd148e300d74acf6376a1fef2b79ba42	1.232327698	No
0x1732951b80c737dbb8f367e83e530623bb612e54	1.231680612	No
0x045e6664b0c1c589b114c1a1da23f662c654156f	1.228075164	No
0x2724133e28477387e6e625dadae5c5e7ad63ec8f	1.227798632	No
0x9bf0ea70fa1f3db7fc78acb56069e9c260c3db99	1.227312745	No
0x8751b2acf0da3446151f3e58fbbb13ce55c1fc7a	1.225658782	No
0xf006ee16797f832a49686417ac1a719624ae54ea	1.22428571	No
0x2f246a3eee3ce34c113c9513a67a822f96878c1c	1.219901122	No
0x1feb56fe9b05dc9fb785f9eb5b24345497dc398e	1.21981617	No
0x07029499d002f0bac847de418c26ede67ecfc9f2	1.218636653	No
0x4cc07a9b4776b2b8e59f79167e63e08d8f0bb6eb	1.217111579	No
0x08e748d7907cd2adaed2600a644a6a69406ed47d	1.214531763	No
0xd969f35e9b6bc209dd7ace44da56217a2c76f998	1.214520447	No
0xe2ba6da0a8af2418c65cb34b1e98e117b0783aaa	1.21428571	No
0xbcf1bd744d07c5c1313e23d4df0616f5a72568ae	1.21428571	No
0x7cd8e8e246efd5b9023b2506731977deaebe4a8f	1.213782283	No
0x0ff65f3c24c1410c34ccef7b888d19736a036665	1.213130954	No
0x95cb32be2265a0522c283d004632eb613537f49c	1.213069349	No
0x78ca414db8b543a42117854b68a22e2eb035a3aa	1.211076744	No
0x30787c37f869534cf635bc44d2b1ceb4db3445be	1.210215559	No
0xcc5b087283d69db4237da489d487140f2745fd28	1.21	No
0x7fc7ce78a54f09643f5f8cfa0fae5c23517f2477	1.209179221	No
0xdba61407cab12c6a69d877760914b457b340f440	1.207824121	No
0x6fd8e8858866effbe0cc710bfbce753901dfd50b	1.202681934	No
0xfff6986de6cbf008f3ab8911c089f9f5343e57e3	1.202612185	No
0x985b67bc9368866c7a79f427611baeed6896ecf9	1.202161021	No
0x03acd900fb026cf81c9785203b6b3fa851ed15be	1.200685223	No
0xc26bb2890cdaeb0f695c20531affd66dc300deae	1.2	No
0x6a0b55b607d3b2104e4a1ac1dc53be77d2a9e145	1.199067933	No
0x957e4372dac9fb744b4e3832fde4057bb73d1d62	1.1973082	No
0xedcdbd970f3e1372d12f054f0210435e0f1589f1	1.195952547	No
0x18f37350b7a64dea310d397d926c1751f67c9da2	1.193400612	No
0x76c644460410070f7293c1f83da81c1389a6efe6	1.192844614	No
0xfb15339d187a76af62698f73d700e1f8536f03bd	1.19106689	No
0xc89bb76d54c87b4a058cf0c7106f8230d760b19c	1.190873668	No
0xdd1bda4bca81d2ebf575841fa49bafbd8d612bbf	1.190782223	No
0x73034132f1bf0bcd3c8e54b45a3b24b946358472	1.188445772	No
0x0da4b05f2362a3edad9d668a4c5c72e9f2302f9a	1.186590287	No
0xa149adaca5c9dcb03fd4ba50a20da55be3308b57	1.181409521	No
0xdc0aa8e0950dfeabc297da2c2299ea5b9411d6d6	1.177635971	No
0xd2e27021eb2f14a2cccfa786bb8332e93fd7571d	1.174454142	No
0xa8879c580a54f190ed53b43d30de269097ad7543	1.172515011	No
0x4236cad967f018f4d87fd9c9aa0fb56e4f6fe9c2	1.172166824	No
0x3706410068ec62bd5c0256c8c93210a677f1687b	1.171865052	No
0x159fc6392c48910427a397af6a622a282cab72fc	1.166781756	No
0x8503b211aff39b7c9d0aa8f22e12e74c6f5e3b2f	1.166041237	No
0x040ba138485e32eca97b8ea603b9410292c36dd6	1.157640702	No
0x5bf3c900a97abed78c25c8246fb5b58cb496d3af	1.151871861	No
0x324add6431a52d217a981825da6940d423ebf9c7	1.151427087	No
0xf81c128e1c660d08c1f33ccd5a06d040a37245eb	1.151108273	No
0xba7e8924e602ba34f6e5eb3259ce215e3562ce47	1.150947507	No
0x46893bccacaf54cc656540e98c7fdd099b9f04c6	1.149636055	No
0xdf400a22c1a168dd779f8d4f25e6980bb862296b	1.148530609	No
0x81e031379332b2efac82953159bbc97a504b1214	1.146666667	No
0xf6b477aa41865f238f478f51e47c6ad5d39de24d	1.144604327	No
0x54319e41affd0211fe22c34c2c7fe3905f87cf75	1.144185043	No
0xfd102a750c595d95ace7bdbed17e8b444891610d	1.142811091	No
0xad299c255506232c640828da764e408f890f85e5	1.13912101	No
0x7508bbfc821656b23a2db9bdab0bae8b52cd12dc	1.138521542	No
